1	GCF_002447975.1_ASM244797v1_genomic.fna.gz	NZ_CP023628.1:3119152-3120507	mycobacteria	215
2	GCF_002447975.1_ASM244797v1_genomic.fna.gz	NZ_CP023628.1:3121826-3123531	mycobacteria	215
3	GCF_002447975.1_ASM244797v1_genomic.fna.gz	NZ_CP023628.1:3740634-3741176	mycobacteria	215
4	GCF_002447975.1_ASM244797v1_genomic.fna.gz	NZ_CP023628.1:3948311-3949946	mycobacteria	215
5	GCF_002447375.1_ASM244737v1_genomic.fna.gz	NZ_CP023598.1:3119119-3120474	mycobacteria	215
6	GCF_002447375.1_ASM244737v1_genomic.fna.gz	NZ_CP023598.1:3121797-3123502	mycobacteria	215
6	GCF_002447375.1_ASM244737v1_genomic.fna.gz	NZ_CP023598.1:3948026-3948724	mycobacteria	215
7	GCF_003287145.1_ASM328714v1_genomic.fna.gz	NZ_CP019611.1:319324-321621	mycobacteria	215
8	GCF_003287145.1_ASM328714v1_genomic.fna.gz	NZ_CP019611.1:3898322-3899239	mycobacteria	215
9	GCF_003287145.1_ASM328714v1_genomic.fna.gz	NZ_CP019611.1:3900634-3901106	mycobacteria	215
10	GCF_003287145.1_ASM328714v1_genomic.fna.gz	NZ_CP019611.1:3902429-3904287	mycobacteria	215
11	GCF_002448095.1_ASM244809v1_genomic.fna.gz	NZ_CP023634.1:3119049-3120404	mycobacteria	215
11	GCF_002448095.1_ASM244809v1_genomic.fna.gz	NZ_CP023634.1:3121727-3123432	mycobacteria	215
11	GCF_002448095.1_ASM244809v1_genomic.fna.gz	NZ_CP023634.1:3947707-3948671	mycobacteria	215
12	GCF_000364825.1_ASM36482v1_genomic.fna.gz	NC_021054.1:3118878-3120235	mycobacteria	276
13	GCF_000364825.1_ASM36482v1_genomic.fna.gz	NC_021054.1:3121636-3123258	mycobacteria	276
14	GCF_000364825.1_ASM36482v1_genomic.fna.gz	NC_021054.1:3939882-3940241	mycobacteria	276
15	GCF_000364825.1_ASM36482v1_genomic.fna.gz	NC_021054.1:3947963-3949597	mycobacteria	276
16	GCF_001275565.2_ASM127556v2_genomic.fna.gz	NZ_CP012506.2:3114253-3115401	mycobacteria	276
17	GCF_001275565.2_ASM127556v2_genomic.fna.gz	NZ_CP012506.2:3739928-3740505	mycobacteria	276
18	GCF_003287185.1_ASM328718v1_genomic.fna.gz	NZ_CP019613.1:595441-596589	mycobacteria	276
18	GCF_003287185.1_ASM328718v1_genomic.fna.gz	NZ_CP019613.1:1213826-1214403	mycobacteria	276
18	GCF_003287185.1_ASM328718v1_genomic.fna.gz	NZ_CP019613.1:1425072-1426204	mycobacteria	276
19	GCF_000331445.1_ASM33144v1_genomic.fna.gz	NC_020089.1:3118581-3121031	mycobacteria	215
20	GCF_000331445.1_ASM33144v1_genomic.fna.gz	NC_020089.1:3739417-3740097	mycobacteria	215
21	GCF_000331445.1_ASM33144v1_genomic.fna.gz	NC_020089.1:3957609-3959260	mycobacteria	215
22	GCF_002886195.1_ASM288619v1_genomic.fna.gz	NZ_CP025595.1:3119171-3120526	mycobacteria	215
22	GCF_002886195.1_ASM288619v1_genomic.fna.gz	NZ_CP025595.1:3121925-3123559	mycobacteria	215
23	GCF_002886195.1_ASM288619v1_genomic.fna.gz	NZ_CP025595.1:3740686-3741228	mycobacteria	215
23	GCF_002886195.1_ASM288619v1_genomic.fna.gz	NZ_CP025595.1:3948136-3948834	mycobacteria	215
24	GCF_002208235.1_ASM220823v1_genomic.fna.gz	NZ_CP022014.1:3122711-3123859	mycobacteria	215
24	GCF_002208235.1_ASM220823v1_genomic.fna.gz	NZ_CP022014.1:3954034-3956075	mycobacteria	215
25	GCF_002886145.1_ASM288614v1_genomic.fna.gz	NZ_CP025593.1:3119192-3120467	mycobacteria	215
