1	GCF_003354865.1_ASM335486v1_genomic.fna.gz	NZ_CP022718.1:2138776-2138924	saureus	15
2	GCF_002088995.1_ASM208899v1_genomic.fna.gz	NZ_CP019590.1:2394982-2395176	saureus	8
3	GCF_002000805.1_ASM200080v1_genomic.fna.gz	NZ_CP014435.1:997845-998128	saureus	8
4	GCF_002000805.1_ASM200080v1_genomic.fna.gz	NZ_CP014435.1:2435877-2436071	saureus	8
4	GCF_001019125.2_ASM101912v2_genomic.fna.gz	NZ_CP026957.1:1844211-1844401	saureus	1
5	GCF_002000685.1_ASM200068v1_genomic.fna.gz	NZ_CP014415.1:998086-998369	saureus	8
5	GCF_002000685.1_ASM200068v1_genomic.fna.gz	NZ_CP014415.1:2436058-2436252	saureus	8
5	GCF_003264775.1_ASM326477v1_genomic.fna.gz	NZ_CP029685.1:1060347-1060630	saureus	241
5	GCF_003264775.1_ASM326477v1_genomic.fna.gz	NZ_CP029685.1:2456097-2456291	saureus	241
5	GCF_002000785.1_ASM200078v1_genomic.fna.gz	NZ_CP014432.1:2431598-2431792	saureus	8
5	GCF_900092595.1_Sa_Newman_UoM_genomic.fna.gz	NZ_LT598688.1:2393432-2393626	saureus	254
5	GCF_003595485.1_ASM359548v1_genomic.fna.gz	NZ_CP014384.1:997852-998135	saureus	8
5	GCF_002000865.1_ASM200086v1_genomic.fna.gz	NZ_CP014444.1:998086-998369	saureus	8
5	GCF_002000865.1_ASM200086v1_genomic.fna.gz	NZ_CP014444.1:2436058-2436252	saureus	8
5	GCF_002000665.1_ASM200066v1_genomic.fna.gz	NZ_CP014412.1:998085-998368	saureus	8
5	GCF_001515745.1_ASM151574v1_genomic.fna.gz	NZ_CP012011.1:2538927-2539121	saureus	239
5	GCF_900474735.1_40871_F01_genomic.fna.gz	NZ_LS483316.1:1812163-1812425	saureus	8
6	GCF_003073415.1_ASM307341v1_genomic.fna.gz	NZ_CP029030.1:2345896-2346090	saureus	8
6	GCF_001018655.2_ASM101865v2_genomic.fna.gz	NZ_CP026962.1:1010979-1011262	saureus	8
6	GCF_001018655.2_ASM101865v2_genomic.fna.gz	NZ_CP026962.1:1880962-1881224	saureus	8
6	GCF_001018655.2_ASM101865v2_genomic.fna.gz	NZ_CP026962.1:2353804-2353998	saureus	8
6	GCF_002025145.1_ASM202514v1_genomic.fna.gz	NZ_CP020020.1:2176948-2177100	saureus	464
7	GCF_002025145.1_ASM202514v1_genomic.fna.gz	NZ_CP020020.1:2730835-2731026	saureus	464
8	GCF_003186105.1_ASM318610v1_genomic.fna.gz	NZ_CP029629.1:592187-592339	saureus	97
9	GCF_003186125.1_ASM318612v1_genomic.fna.gz	NZ_CP029627.1:2254727-2254879	saureus	71
9	GCF_002000765.1_ASM200076v1_genomic.fna.gz	NZ_CP014429.1:998085-998368	saureus	8
9	GCF_002000765.1_ASM200076v1_genomic.fna.gz	NZ_CP014429.1:2436048-2436242	saureus	8
9	GCF_001717975.2_ASM171797v3_genomic.fna.gz	NZ_CP017094.1:1117212-1117495	saureus	8
10	GCF_001717975.2_ASM171797v3_genomic.fna.gz	NZ_CP017094.1:2538851-2539045	saureus	8
11	GCF_003193785.1_ASM319378v1_genomic.fna.gz	NZ_CP029681.1:2351268-2351520	saureus	72
12	GCF_003193785.1_ASM319378v1_genomic.fna.gz	NZ_CP029681.1:2360242-2361133	saureus	72
13	GCF_900474725.1_40677_A01_genomic.fna.gz	NZ_LS483319.1:2461010-2461204	saureus	8
13	GCF_003193965.1_ASM319396v1_genomic.fna.gz	NZ_CP029667.1:1891711-1891994	saureus	8
14	GCF_001640925.1_ASM164092v1_genomic.fna.gz	NZ_CP013955.1:640570-641013	saureus	5
15	GCF_000296595.1_ASM29659v1_genomic.fna.gz	NC_018608.1:55512-56620	saureus	398
