1	GCF_003711785.1_ASM371178v1_genomic.fna.gz	NZ_LGBU01000013.1:50277-50643	efaecalis	103
2	GCF_001544235.1_ASM154423v1_genomic.fna.gz	NZ_BCQC01000003.1:177127-177757	efaecalis	25
3	GCF_001056045.1_ASM105604v1_genomic.fna.gz	NZ_JVOQ01000019.1:2919-3285	efaecalis	443
4	GCF_002948455.1_ASM294845v1_genomic.fna.gz	NZ_PTYO01000021.1:62285-62981	efaecalis	192
5	GCF_002948455.1_ASM294845v1_genomic.fna.gz	NZ_PTYO01000022.1:60989-61686	efaecalis	192
6	GCF_002948455.1_ASM294845v1_genomic.fna.gz	NZ_PTYO01000033.1:77061-77361	efaecalis	192
7	GCF_002945555.1_ASM294555v1_genomic.fna.gz	NZ_PTWI01000012.1:16593-17157	efaecalis	257
8	GCF_003319335.1_ASM331933v1_genomic.fna.gz	NZ_KZ845754.1:613116-613416	efaecalis	314
9	GCF_000415405.1_ASM41540v1_genomic.fna.gz	NZ_KE352626.1:110414-110844	efaecalis	638
10	GCF_000415405.1_ASM41540v1_genomic.fna.gz	NZ_KE352626.1:110853-111153	efaecalis	638
11	GCF_000415405.1_ASM41540v1_genomic.fna.gz	NZ_KE352626.1:111165-111795	efaecalis	638
12	GCF_000415405.1_ASM41540v1_genomic.fna.gz	NZ_KE352626.1:111804-112172	efaecalis	638
13	GCF_000392755.1_Ente_faec_SF6375_V1_genomic.fna.gz	NZ_KB944537.1:1408691-1409057	efaecalis	64
14	GCF_000396905.1_Ente_faec_UAA948_V1_genomic.fna.gz	NZ_KB949669.1:862885-863119	efaecalis	26
15	GCF_001059635.1_ASM105963v1_genomic.fna.gz	NZ_JUMK01000036.1:9740-10040	efaecalis	40
16	GCF_001059635.1_ASM105963v1_genomic.fna.gz	NZ_JUMK01000011.1:63317-64145	efaecalis	40
17	GCF_000148185.1_ASM14818v1_genomic.fna.gz	NZ_GL456470.1:55311-55546	efaecalis	90
18	GCF_001055355.1_ASM105535v1_genomic.fna.gz	NZ_JVCH01000064.1:5921-6353	efaecalis	397
19	GCF_001055355.1_ASM105535v1_genomic.fna.gz	NZ_JVCH01000099.1:27-317	efaecalis	397
20	GCF_001055355.1_ASM105535v1_genomic.fna.gz	NZ_JVCH01000001.1:9748-10048	efaecalis	397
21	GCF_001598635.1_ASM159863v1_genomic.fna.gz	NZ_CP014949.1:898174-898804	efaecalis	25
21	GCF_002947075.1_ASM294707v1_genomic.fna.gz	NZ_PUBR01000162.1:47-678	efaecalis	192
22	GCF_002947075.1_ASM294707v1_genomic.fna.gz	NZ_PUBR01000062.1:1450-2146	efaecalis	192
23	GCF_002947075.1_ASM294707v1_genomic.fna.gz	NZ_PUBR01000007.1:14543-14843	efaecalis	192
