1	GCF_002027825.1_ASM202782v1_genomic.fna.gz	NZ_MVED01000002.1:140690-141275	lmonocytogenes	1
2	GCF_001496335.1_2012_318878_13_genomic.fna.gz	NZ_CWLN01000004.1:156362-156651	lmonocytogenes	9
3	GCF_003703655.1_ASM370365v1_genomic.fna.gz	NZ_RDSZ01000001.1:261676-262261	lmonocytogenes	1
3	GCF_002529635.1_ASM252963v1_genomic.fna.gz	NZ_NXSD01000002.1:309723-310012	lmonocytogenes	9
4	GCF_002529635.1_ASM252963v1_genomic.fna.gz	NZ_NXSD01000002.1:354976-355561	lmonocytogenes	9
5	GCF_002528735.1_ASM252873v1_genomic.fna.gz	NZ_NXZZ01000011.1:10860-11149	lmonocytogenes	9
5	GCF_002528735.1_ASM252873v1_genomic.fna.gz	NZ_NXZZ01000024.1:38604-39189	lmonocytogenes	9
6	GCF_001760235.1_BCW_3854_genomic.fna.gz	NZ_MKNS01000010.1:122244-122823	lmonocytogenes	1194
7	GCF_003173215.1_ASM317321v1_genomic.fna.gz	NZ_QGME01000003.1:3690-4782	lmonocytogenes	568
8	GCF_002487695.1_ASM248769v1_genomic.fna.gz	NZ_NYNN01000001.1:142176-142761	lmonocytogenes	321
9	GCF_002487695.1_ASM248769v1_genomic.fna.gz	NZ_NYNN01000001.1:180603-181088	lmonocytogenes	321
10	GCF_002487695.1_ASM248769v1_genomic.fna.gz	NZ_NYNN01000001.1:197490-199719	lmonocytogenes	321
11	GCF_000438685.2_ASM43868v2_genomic.fna.gz	NC_021826.1:1643294-1645973	lmonocytogenes	3
12	GCF_000438685.2_ASM43868v2_genomic.fna.gz	NC_021826.1:2463103-2463688	lmonocytogenes	3
12	GCF_000438685.2_ASM43868v2_genomic.fna.gz	NC_021826.1:2517048-2518377	lmonocytogenes	3
13	GCF_001586315.1_ASM158631v1_genomic.fna.gz	NZ_LKUY01000003.1:270390-270868	lmonocytogenes	8
