1	GCF_000407905.1_Pseu_aeru_MSH-10_V1_genomic.fna.gz	NZ_KE138672.1:775313-775881	paeruginosa	689
2	GCF_000407905.1_Pseu_aeru_MSH-10_V1_genomic.fna.gz	NZ_KE138672.1:2137421-2137987	paeruginosa	689
3	GCF_000407905.1_Pseu_aeru_MSH-10_V1_genomic.fna.gz	NZ_KE138672.1:2146508-2146656	paeruginosa	689
4	GCF_001453075.1_WH-SGI-V-071082_genomic.fna.gz	NZ_LLUI01000014.1:38498-39426	paeruginosa	676
5	GCF_001453075.1_WH-SGI-V-071082_genomic.fna.gz	NZ_LLUI01000014.1:47951-48219	paeruginosa	676
6	GCF_001453075.1_WH-SGI-V-071082_genomic.fna.gz	NZ_LLUI01000055.1:406202-407310	paeruginosa	676
7	GCF_900143755.1_23_genomic.fna.gz	NZ_FRFZ01000070.1:686-2456	paeruginosa	2238
8	GCF_900143755.1_23_genomic.fna.gz	NZ_FRFZ01000070.1:11330-12254	paeruginosa	2238
9	GCF_900143755.1_23_genomic.fna.gz	NZ_FRFZ01000010.1:211607-212715	paeruginosa	2238
10	GCF_002312095.1_ASM231209v1_genomic.fna.gz	NZ_MWXH01000001.1:1204759-1205508	paeruginosa	17
11	GCF_002312095.1_ASM231209v1_genomic.fna.gz	NZ_MWXH01000020.1:38393-39560	paeruginosa	17
12	GCF_002312095.1_ASM231209v1_genomic.fna.gz	NZ_MWXH01000020.1:48425-48993	paeruginosa	17
13	GCF_003974575.1_ASM397457v1_genomic.fna.gz	NZ_RXAK01000030.1:466-914	paeruginosa	275
14	GCF_003974575.1_ASM397457v1_genomic.fna.gz	NZ_RXAK01000039.1:1477-2587	paeruginosa	275
15	GCF_003974575.1_ASM397457v1_genomic.fna.gz	NZ_RXAK01000039.1:11176-11685	paeruginosa	275
16	GCF_003974575.1_ASM397457v1_genomic.fna.gz	NZ_RXAK01000004.1:552453-553927	paeruginosa	275
17	GCF_000478465.2_Pseu_aeru_Stone_130_V1_genomic.fna.gz	NZ_KI517348.1:1893044-1893733	paeruginosa	348
18	GCF_001023845.1_ASM102384v1_genomic.fna.gz	NZ_LDLS01000057.1:712-2061	paeruginosa	274
19	GCF_003670015.1_ASM367001v1_genomic.fna.gz	NZ_NRBQ01000033.1:49-857	paeruginosa	233
20	GCF_003670015.1_ASM367001v1_genomic.fna.gz	NZ_NRBQ01000055.1:38123-39168	paeruginosa	233
21	GCF_003670015.1_ASM367001v1_genomic.fna.gz	NZ_NRBQ01000092.1:60-264	paeruginosa	233
22	GCF_003670015.1_ASM367001v1_genomic.fna.gz	NZ_NRBQ01000092.1:506-894	paeruginosa	233
